address;code;postal_code;country;federal_district;minDeliveryDays;maxDeliveryDays;region_type;region;city_type;city;timezone;geo_lat;geo_lon;population
Респ Башкортостан, г Межгорье;37139;453570;Россия;Приволжский;1;3;Респ;Башкортостан;г;Межгорье;UTC+5;54.2397689;57.9614547;17353
Респ Башкортостан, г Мелеуз;20715;453853;Россия;Приволжский;1;3;Респ;Башкортостан;г;Мелеуз;UTC+5;52.9589532;55.9282838;61408
Респ Башкортостан, г Нефтекамск;11114;452680;Россия;Приволжский;1;3;Респ;Башкортостан;г;Нефтекамск;UTC+5;56.088377;54.2483061;121757
Респ Башкортостан, г Октябрьский;20235;452601;Россия;Приволжский;1;3;Респ;Башкортостан;г;Октябрьский;UTC+5;54.4815311;53.4655972;109379
Респ Башкортостан, г Салават;11115;453250;Россия;Приволжский;1;3;Респ;Башкортостан;г;Салават;UTC+5;53.3616974;55.9245224;156085
Респ Башкортостан, г Сибай;20716;453830;Россия;Приволжский;1;3;Респ;Башкортостан;г;Сибай;UTC+5;52.7204651;58.6663783;62732
Респ Башкортостан, г Стерлитамак;11116;453100;Россия;Приволжский;1;3;Респ;Башкортостан;г;Стерлитамак;UTC+5;53.6300864;55.9317089;273432
Респ Башкортостан, г Туймазы;20717;452750;Россия;Приволжский;1;3;Респ;Башкортостан;г;Туймазы;UTC+5;54.5999224;53.6950623;66849
Респ Башкортостан, г Учалы;20680;453700;Россия;Приволжский;1;3;Респ;Башкортостан;г;Учалы;UTC+5;54.3067375;59.4125461;37771
Респ Башкортостан, г Янаул;20656;452800;Россия;Приволжский;1;3;Респ;Башкортостан;г;Янаул;UTC+5;56.2650146;54.929907;26988
Респ Марий Эл, г Волжск;20721;425000;Россия;Приволжский;1;3;Респ;Марий Эл;г;Волжск;UTC+3;55.8623156;48.3715083;55671
Респ Марий Эл, г Звенигово;20627;425060;Россия;Приволжский;1;3;Респ;Марий Эл;г;Звенигово;UTC+3;55.9738571;48.0170245;11945
Респ Марий Эл, г Козьмодемьянск;20630;425350;Россия;Приволжский;1;3;Респ;Марий Эл;г;Козьмодемьянск;UTC+3;56.3334036;46.546675;21262
Респ Мордовия, г Ардатов;20006;431850;Россия;Приволжский;1;3;Респ;Мордовия;г;Ардатов;UTC+3;54.8465544;46.2411232;9400
Респ Мордовия, г Инсар;20007;431430;Россия;Приволжский;1;3;Респ;Мордовия;г;Инсар;UTC+3;53.8770022;44.3696566;8687
Респ Мордовия, г Ковылкино;20011;431350;Россия;Приволжский;1;3;Респ;Мордовия;г;Ковылкино;UTC+3;54.0391072;43.9191539;21307
Респ Мордовия, г Краснослободск;20008;431260;Россия;Приволжский;1;3;Респ;Мордовия;г;Краснослободск;UTC+3;54.4248207;43.7845011;10151
Респ Мордовия, г Рузаевка;20010;431440;Россия;Приволжский;1;3;Респ;Мордовия;г;Рузаевка;UTC+3;54.0581967;44.9490466;47529
Респ Мордовия, г Темников;20009;431220;Россия;Приволжский;1;3;Респ;Мордовия;г;Темников;UTC+3;54.6310583;43.2161099;7247
Респ Татарстан, Верхнеуслонский р-н, г Иннополис;121642;420500;Россия;Приволжский;1;3;Респ;Татарстан;г;Иннополис;UTC+3;55.7521699;48.7446846;96
Респ Татарстан, г Агрыз;20012;422230;Россия;Приволжский;1;3;Респ;Татарстан;г;Агрыз;UTC+3;56.5232864;52.9943775;19299
Респ Татарстан, г Азнакаево;11120;423330;Россия;Приволжский;1;3;Респ;Татарстан;г;Азнакаево;UTC+3;54.8598642;53.0745527;34859
Респ Татарстан, г Альметьевск;11121;423403;Россия;Приволжский;1;3;Респ;Татарстан;г;Альметьевск;UTC+3;54.9014619;52.2970467;146309
Респ Татарстан, г Арск;100514;422000;Россия;Приволжский;1;3;Респ;Татарстан;г;Арск;UTC+3;56.0912567;49.877067;18114
Респ Татарстан, г Бавлы;20013;423930;Россия;Приволжский;1;3;Респ;Татарстан;г;Бавлы;UTC+3;54.4062891;53.2458065;22109
Респ Татарстан, г Болгар;20014;422840;Россия;Приволжский;1;3;Респ;Татарстан;г;Болгар;UTC+3;54.974891;49.0303882;8650
Респ Татарстан, г Бугульма;11122;423230;Россия;Приволжский;1;3;Респ;Татарстан;г;Бугульма;UTC+3;54.5363495;52.7895849;89144
Респ Татарстан, г Буинск;20586;422430;Россия;Приволжский;1;3;Респ;Татарстан;г;Буинск;UTC+3;54.9641538;48.2901209;20342
Респ Татарстан, г Елабуга;11123;423600;Россия;Приволжский;1;3;Респ;Татарстан;г;Елабуга;UTC+3;55.7567107;52.0543794;70750
Респ Татарстан, г Заинск;11124;423520;Россия;Приволжский;1;3;Респ;Татарстан;г;Заинск;UTC+3;55.299053;52.0062972;41798
Респ Татарстан, г Зеленодольск;11125;422521;Россия;Приволжский;1;3;Респ;Татарстан;г;Зеленодольск;UTC+3;55.8466651;48.5010954;97651
Респ Татарстан, г Кукмор;101354;422110;Россия;Приволжский;1;3;Респ;Татарстан;г;Кукмор;UTC+3;56.1861392;50.8970238;17700
Респ Татарстан, г Лаишево;20606;422610;Россия;Приволжский;1;3;Респ;Татарстан;г;Лаишево;UTC+3;55.4042867;49.5499838;7735
Респ Татарстан, г Лениногорск;11126;423250;Россия;Приволжский;1;3;Респ;Татарстан;г;Лениногорск;UTC+3;54.5967034;52.4431906;64145
Респ Татарстан, г Мамадыш;20015;422190;Россия;Приволжский;1;3;Респ;Татарстан;г;Мамадыш;UTC+3;55.7150413;51.4129016;14432
Респ Татарстан, г Менделеевск;20016;423650;Россия;Приволжский;1;3;Респ;Татарстан;г;Менделеевск;UTC+3;55.895169;52.3143347;22075
Респ Татарстан, г Мензелинск;20017;423700;Россия;Приволжский;1;3;Респ;Татарстан;г;Мензелинск;UTC+3;55.7270698;53.1003968;16474
Респ Татарстан, г Набережные Челны;236;423800;Россия;Приволжский;1;3;Респ;Татарстан;г;Набережные Челны;UTC+3;55.7434619;52.3959165;513242
Респ Татарстан, г Нижнекамск;11127;423570;Россия;Приволжский;1;3;Респ;Татарстан;г;Нижнекамск;UTC+3;55.6313609;51.8144669;234108
Респ Татарстан, г Нурлат;11128;423040;Россия;Приволжский;1;3;Респ;Татарстан;г;Нурлат;UTC+3;54.4281461;50.8049337;32600
Респ Татарстан, г Тетюши;20018;422370;Россия;Приволжский;1;3;Респ;Татарстан;г;Тетюши;UTC+3;54.936516;48.8314533;11596
